filename,content,type
speaker00045_M_s2_stn00013.lab,其中大部分案犯目前已在押,Sentence
speaker00045_M_s1_stn00080.lab,正在排队买鱼,Sentence
speaker00045_M_s1_stn00127.lab,就会事与愿违,Sentence
speaker00045_M_s2_stn00027.lab,河西区的孤儿与区领导的关系十分亲密,Sentence
speaker00045_M_s1_stn00069.lab,就是让孕妇在孕期听旋律优美的音乐,Sentence
speaker00045_M_s1_stn00063.lab,捏（nie）,Monosyllables
speaker00045_M_s2_stn00156.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00125.lab,但是伊拉克警察反而鸣枪警告,Sentence
speaker00045_M_s1_stn00094.lab,这里根本没有什么过头的问题,Sentence
speaker00045_M_s2_stn00094.lab,这也不是因为他害怕竞争,Sentence
speaker00045_M_s3_stn00033.lab,国际社会曾于十月一日在华盛顿召开会议,Sentence
speaker00045_M_s1_stn00016.lab,a（啊）,Monophthong
speaker00045_M_s1_stn00024.lab,脑（nao）,Monosyllables
speaker00045_M_s2_stn00036.lab,并确定具体而应有的方向,Sentence
speaker00045_M_s1_stn00106.lab,小周逢人便夸三十五路车队的姐妹们服务好,Sentence
speaker00045_M_s3_stn00002.lab,（做吞咽动作）,Swallowing
speaker00045_M_s1_stn00084.lab,地处半湿润偏旱区的河南旱农开发区十年九旱,Sentence
speaker00045_M_s2_stn00089.lab,毛泽东论文艺增订本,Sentence
speaker00045_M_s3_stn00135.lab,社会主义道路怎么坚持呀,Sentence
speaker00045_M_s1_stn00064.lab,您（nin）,Monosyllables
speaker00045_M_s2_stn00109.lab,加强民族团结是一个需要长期努力的重要任务,Sentence
speaker00045_M_s2_stn00044.lab,也是国内男选手所达不到的,Sentence
speaker00045_M_s2_stn00017.lab,根据不同资源特点,Sentence
speaker00045_M_s1_stn00097.lab,许诺事成后再表感谢,Sentence
speaker00045_M_s2_stn00113.lab,由孙伟独进两球而以二比零取胜上海队,Sentence
speaker00045_M_s2_stn00118.lab,韩国要面向世界,Sentence
speaker00045_M_s3_stn00073.lab,忠魂舞长空碧血写丹青,Sentence
speaker00045_M_s2_stn00092.lab,无疑是儿童文学界值得庆贺的一件盛事,Sentence
speaker00045_M_s1_stn00052.lab,男（nan）,Monosyllables
speaker00045_M_s2_stn00075.lab,阿佤山是一座大木鼓,Sentence
speaker00045_M_s3_stn00024.lab,再苦不能苦孩子,Sentence
speaker00045_M_s2_stn00139.lab,始终坚持安全第一,Sentence
speaker00045_M_s3_stn00097.lab,理应农民自己来减,Sentence
speaker00045_M_s3_stn00125.lab,球磨机中空轴螺丝就断裂十三根,Sentence
speaker00045_M_s3_stn00031.lab,然而在实践中却都取得了重大成功,Sentence
speaker00045_M_s1_stn00145.lab,,Sentence
speaker00045_M_s2_stn00132.lab,目前世界范围内毒品问题的形势是严峻的,Sentence
speaker00045_M_s3_stn00006.lab,这条道路还将在实践中不断充实和发展,Sentence
speaker00045_M_s3_stn00009.lab,以遏止类似事件再度发生,Sentence
speaker00045_M_s3_stn00003.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00116.lab,保持和发扬克尽职守廉洁自律的优良传统,Sentence
speaker00045_M_s1_stn00092.lab,毛里塔尼亚总统会见中国大使努瓦克肖特消息,Sentence
speaker00045_M_s3_stn00023.lab,售后服务跟不上,Sentence
speaker00045_M_s3_stn00076.lab,主张协同性者无须形而上学或认识论,Sentence
speaker00045_M_s1_stn00138.lab,熟悉他的人都知道他的顺是靠聪明才智,Sentence
speaker00045_M_s3_stn00156.lab,（做吞咽动作）,Swallowing
speaker00045_M_s3_stn00041.lab,杜鹃花依依膝下,Sentence
speaker00045_M_s2_stn00120.lab,从中国历史来看,Sentence
speaker00045_M_s2_stn00145.lab,约五百家外商投资企业落户浦东,Sentence
speaker00045_M_s1_stn00134.lab,似一群婀娜多姿的宫女,Sentence
speaker00045_M_s1_stn00035.lab,宁（ning）,Monosyllables
speaker00045_M_s3_stn00143.lab,买法人买法人,Sentence
speaker00045_M_s2_stn00087.lab,使现代化建设和改革事业遭到严重破坏后,Sentence
speaker00045_M_s3_stn00093.lab,是熬心熬血拚命,Sentence
speaker00045_M_s1_stn00109.lab,又讯深圳市律师制度将作重大改革,Sentence
speaker00045_M_s3_stn00112.lab,徘徊百里案前凹,Sentence
speaker00045_M_s2_stn00059.lab,营业额二千零二十万元,Sentence
speaker00045_M_s3_stn00089.lab,怎样惩处违禁,Sentence
speaker00045_M_s3_stn00063.lab,阴浊沉沉下坠为地,Sentence
speaker00045_M_s1_stn00122.lab,丧心病狂的刘犯很快被移交检察机关提起公诉,Sentence
speaker00045_M_s3_stn00026.lab,我们要认真学习邓小平文选第三卷,Sentence
speaker00045_M_s3_stn00148.lab,平日用本嗓哼唱,Sentence
speaker00045_M_s2_stn00086.lab,并说如果天气晴朗,Sentence
speaker00045_M_s1_stn00050.lab,宁（ning）,Monosyllables
speaker00045_M_s1_stn00090.lab,白玉县出现了围绕资源搞开发,Sentence
speaker00045_M_s3_stn00128.lab,况富翁大贾乎,Sentence
speaker00045_M_s2_stn00140.lab,今年上半年实现的外资流入额为九十四亿美元,Sentence
speaker00045_M_s1_stn00003.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00015.lab,该舰队已接管了格鲁吉亚西部波季港的防务,Sentence
speaker00045_M_s3_stn00086.lab,需求略大于供给,Sentence
speaker00045_M_s1_stn00096.lab,这时他们亮出列车员证说,Sentence
speaker00045_M_s1_stn00105.lab,稳定卢布汇率,Sentence
speaker00045_M_s3_stn00048.lab,仙台楼阁空空,Sentence
speaker00045_M_s1_stn00081.lab,即进入千家万户,Sentence
speaker00045_M_s2_stn00108.lab,是由北关村独资完成的,Sentence
speaker00045_M_s1_stn00023.lab,囊（nang）,Monosyllables
speaker00045_M_s3_stn00098.lab,自动武器有意瞄准法国使馆馆邸扫射,Sentence
speaker00045_M_s3_stn00141.lab,场所不能超员,Sentence
speaker00045_M_s2_stn00090.lab,本地区外债总额达到四千三百八十亿美元,Sentence
speaker00045_M_s3_stn00080.lab,忽报曹操差大将引兵十万,Sentence
speaker00045_M_s1_stn00039.lab,脑（nao）,Monosyllables
speaker00045_M_s3_stn00005.lab,马哈奇在开幕式上说,Sentence
speaker00045_M_s3_stn00055.lab,晋兖州刺史宋处宗,Sentence
speaker00045_M_s1_stn00017.lab,o（哦）,Monophthong
speaker00045_M_s2_stn00042.lab,除极少数几个地区外,Sentence
speaker00045_M_s3_stn00062.lab,猛然昂首向东,Sentence
speaker00045_M_s2_stn00130.lab,在西欧北美一些国家,Sentence
speaker00045_M_s1_stn00129.lab,好不容易筹集到二十九万元现金,Sentence
speaker00045_M_s1_stn00115.lab,患有疟疾的病人,Sentence
speaker00045_M_s3_stn00014.lab,加强爱国主义集体主义和社会主义教育,Sentence
speaker00045_M_s3_stn00054.lab,大惊小怪不得,Sentence
speaker00045_M_s3_stn00144.lab,夜老虎夜猫子夜莺,Sentence
speaker00045_M_s1_stn00067.lab,历史上的人物画又有几多纯而又纯呢,Sentence
speaker00045_M_s2_stn00046.lab,而波荷的比赛与英格兰的比赛同时进行,Sentence
speaker00045_M_s3_stn00101.lab,十三大用这个语言把它概括起来,Sentence
speaker00045_M_s3_stn00056.lab,声波穿透浩空,Sentence
speaker00045_M_s2_stn00079.lab,陵园最南端是左右对峙双阙,Sentence
speaker00045_M_s3_stn00061.lab,空中翱禽翔鸟,Sentence
speaker00045_M_s1_stn00048.lab,捏（nie）,Monosyllables
speaker00045_M_s3_stn00107.lab,只是十三大用这个语言把它概括起来,Sentence
speaker00045_M_s3_stn00084.lab,远谪身归坎坷程,Sentence
speaker00045_M_s2_stn00103.lab,他就靠每月二三百元的工资养活一家老小,Sentence
speaker00045_M_s1_stn00068.lab,要亲率九百三十五队向海洋进军,Sentence
speaker00045_M_s2_stn00047.lab,对三产企业全面放权,Sentence
speaker00045_M_s1_stn00061.lab,娘（niang）,Monosyllables
speaker00045_M_s3_stn00140.lab,民工季树江当郴砸死,Sentence
speaker00045_M_s3_stn00132.lab,每日烟雾萦绕,Sentence
speaker00045_M_s1_stn00108.lab,玉米大豆价格微降,Sentence
speaker00045_M_s2_stn00126.lab,并袭击被占领土上巴勒斯坦人的财产,Sentence
speaker00045_M_s1_stn00047.lab,鸟（niao）,Monosyllables
speaker00045_M_s1_stn00046.lab,娘（niang）,Monosyllables
speaker00045_M_s2_stn00136.lab,由于上述原因,Sentence
speaker00045_M_s2_stn00004.lab,重温阿中源远流长的友好往来,Sentence
speaker00045_M_s2_stn00121.lab,可以实行加成征收,Sentence
speaker00045_M_s1_stn00007.lab,i（衣）,Monophthong
speaker00045_M_s1_stn00098.lab,我从郊区进城办事,Sentence
speaker00045_M_s1_stn00112.lab,中巴两国航天界科研人员频繁交往,Sentence
speaker00045_M_s3_stn00051.lab,头顶时髦草帽,Sentence
speaker00045_M_s3_stn00040.lab,青鱼子黑豆,Sentence
speaker00045_M_s1_stn00062.lab,鸟（niao）,Monosyllables
speaker00045_M_s3_stn00120.lab,平等坦率与人为善都不可缺少,Sentence
speaker00045_M_s2_stn00080.lab,因不履行合同,Sentence
speaker00045_M_s3_stn00151.lab,旅游嘉宾无尽觞,Sentence
speaker00045_M_s1_stn00066.lab,牛（niu）,Monosyllables
speaker00045_M_s2_stn00110.lab,但缺口依然很大,Sentence
speaker00045_M_s2_stn00100.lab,经营不善造成亏损而又不能按期扭亏的,Sentence
speaker00045_M_s2_stn00049.lab,婆母还能说什么呢,Sentence
speaker00045_M_s1_stn00058.lab,能（neng）,Monosyllables
speaker00045_M_s1_stn00030.lab,年（nian）,Monosyllables
speaker00045_M_s1_stn00140.lab,九月二十四日,Sentence
speaker00045_M_s1_stn00137.lab,最大的为百分之二百七十四,Sentence
speaker00045_M_s3_stn00088.lab,小峦外形英俊,Sentence
speaker00045_M_s1_stn00025.lab,呢（ne）,Monosyllables
speaker00045_M_s1_stn00121.lab,九百三十五队没有找矿项目了,Sentence
speaker00045_M_s2_stn00151.lab,倾听人民的意见和建议,Sentence
speaker00045_M_s1_stn00073.lab,总政歌舞团到上海去挑选演员,Sentence
speaker00045_M_s2_stn00050.lab,他当然希望大力发展生产力,Sentence
speaker00045_M_s1_stn00103.lab,同社会主义制度根本不相容的,Sentence
speaker00045_M_s2_stn00157.lab,,Sentence
speaker00045_M_s1_stn00120.lab,而且要能够紧紧地把握未来,Sentence
speaker00045_M_s2_stn00114.lab,加尧姆热情问候中国领导人,Sentence
speaker00045_M_s3_stn00091.lab,惟近日蔡君谟,Sentence
speaker00045_M_s2_stn00147.lab,这是以往亚洲最佳运动员评选中所没有的,Sentence
speaker00045_M_s2_stn00112.lab,长途交换机二十万路端,Sentence
speaker00045_M_s2_stn00084.lab,其后又用混凝土加固了地基,Sentence
speaker00045_M_s3_stn00154.lab,（做吞咽动作）,Swallowing
speaker00045_M_s3_stn00100.lab,要安于贫乐于道,Sentence
speaker00045_M_s2_stn00146.lab,共获金牌二十六枚银牌十六枚铜牌十二枚,Sentence
speaker00045_M_s2_stn00152.lab,更好地落实用这一理论武装全军的任务,Sentence
speaker00045_M_s1_stn00042.lab,嫩（nen）,Monosyllables
speaker00045_M_s3_stn00137.lab,主演奚派京剧,Sentence
speaker00045_M_s3_stn00069.lab,半夜三更卷茅屋,Sentence
speaker00045_M_s2_stn00021.lab,由市场调节孕育而成的无锡乡镇工业,Sentence
speaker00045_M_s3_stn00043.lab,柔弱萎顿慵倦,Sentence
speaker00045_M_s3_stn00078.lab,一九八五年夏初,Sentence
speaker00045_M_s3_stn00113.lab,沙场驰骋白髦生,Sentence
speaker00045_M_s1_stn00044.lab,你（ni）,Monosyllables
speaker00045_M_s3_stn00077.lab,纬线改为测经线,Sentence
speaker00045_M_s2_stn00149.lab,改革开放为才溪人打开了致富之路,Sentence
speaker00045_M_s2_stn00127.lab,云南省昆明市,Sentence
speaker00045_M_s2_stn00077.lab,蕴含着我军克敌制胜的传家宝,Sentence
speaker00045_M_s1_stn00057.lab,嫩（nen）,Monosyllables
speaker00045_M_s3_stn00067.lab,一边定船位画海图,Sentence
speaker00045_M_s2_stn00098.lab,约谢利阿妮很凶,Sentence
speaker00045_M_s2_stn00032.lab,一九三八年加入越南共产党,Sentence
speaker00045_M_s1_stn00130.lab,有一个村未经批准,Sentence
speaker00045_M_s2_stn00085.lab,什么叫社会主义,Sentence
speaker00045_M_s1_stn00143.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00095.lab,其中有二百一十万死于二战,Sentence
speaker00045_M_s2_stn00034.lab,美国队在禁区外犯规,Sentence
speaker00045_M_s1_stn00124.lab,抵达德国首都波恩,Sentence
speaker00045_M_s2_stn00067.lab,教育他们要继续发扬部队的光荣传统,Sentence
speaker00045_M_s2_stn00048.lab,而且也会影响俄罗斯经济,Sentence
speaker00045_M_s3_stn00068.lab,业务员认错诚恳,Sentence
speaker00045_M_s1_stn00038.lab,囊（nang）,Monosyllables
speaker00045_M_s3_stn00090.lab,横跨吴越楚三境,Sentence
speaker00045_M_s1_stn00040.lab,呢（ne）,Monosyllables
speaker00045_M_s2_stn00045.lab,同时运送九名巴勒斯坦人重返家园,Sentence
speaker00045_M_s1_stn00144.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00056.lab,计划和市场都得要,Sentence
speaker00045_M_s2_stn00058.lab,这些大多是邓小平同志概括出来的,Sentence
speaker00045_M_s3_stn00075.lab,祝盾初见祝盾,Sentence
speaker00045_M_s3_stn00020.lab,哈尔滨中药二厂生产的双黄连粉针剂,Sentence
speaker00045_M_s2_stn00006.lab,昆山市外贸公司改革管理体制,Sentence
speaker00045_M_s1_stn00135.lab,如何狠抓科技进步的问题,Sentence
speaker00045_M_s2_stn00134.lab,开展扶贫帮困,Sentence
speaker00045_M_s3_stn00106.lab,天门的骄傲天门古称竟陵,Sentence
speaker00045_M_s2_stn00064.lab,现有公司要按规范的要求加以整顿,Sentence
speaker00045_M_s3_stn00022.lab,从目前情况看,Sentence
speaker00045_M_s1_stn00076.lab,失去了减免税款扶持企业生产的意义,Sentence
speaker00045_M_s1_stn00110.lab,送上一二百元现金并不起眼,Sentence
speaker00045_M_s3_stn00092.lab,篆刻家运笔于金石,Sentence
speaker00045_M_s1_stn00056.lab,内（nei）,Monosyllables
speaker00045_M_s1_stn00041.lab,内（nei）,Monosyllables
speaker00045_M_s3_stn00149.lab,爱情篇咏关睢劳动篇播百,Sentence
speaker00045_M_s3_stn00017.lab,日前在北京落下帷幕,Sentence
speaker00045_M_s3_stn00030.lab,剥夺政治权利终身,Sentence
speaker00045_M_s2_stn00039.lab,在坚决贯彻二为方针,Sentence
speaker00045_M_s1_stn00004.lab,a（啊）,Monophthong
speaker00045_M_s3_stn00102.lab,小名唤作龄娥,Sentence
speaker00045_M_s2_stn00093.lab,坚决反对腐败,Sentence
speaker00045_M_s3_stn00122.lab,养拖拉机户当然,Sentence
speaker00045_M_s1_stn00022.lab,男（nan）,Monosyllables
speaker00045_M_s3_stn00018.lab,在审议个人所得税法修正案草案时,Sentence
speaker00045_M_s1_stn00095.lab,当一个小女孩雨中滑倒,Sentence
speaker00045_M_s2_stn00104.lab,从追求华美转为追求朴素,Sentence
speaker00045_M_s1_stn00015.lab,v（淤）,Monophthong
speaker00045_M_s1_stn00136.lab,只能如盲人骑瞎马,Sentence
speaker00045_M_s1_stn00101.lab,就是想尽快发展生产力,Sentence
speaker00045_M_s2_stn00066.lab,帕瓦罗蒂已进入危机阶段,Sentence
speaker00045_M_s2_stn00111.lab,使作战物资沿兵站以梯次储备,Sentence
speaker00045_M_s3_stn00004.lab,从今年七月开始,Sentence
speaker00045_M_s2_stn00088.lab,塔楼遭到严重破坏,Sentence
speaker00045_M_s2_stn00076.lab,促进了马龙各业的迅猛发展,Sentence
speaker00045_M_s3_stn00008.lab,无论从哪个方面看,Sentence
speaker00045_M_s2_stn00072.lab,其他分配方式为补充,Sentence
speaker00045_M_s2_stn00026.lab,供热二公司的经理办公室今年新添一景,Sentence
speaker00045_M_s2_stn00062.lab,这是他要使用的舞蹈语汇,Sentence
speaker00045_M_s2_stn00129.lab,他们不仅不严格执行国家的法律和政策,Sentence
speaker00045_M_s1_stn00086.lab,爱是教育之母,Sentence
speaker00045_M_s1_stn00032.lab,鸟（niao）,Monosyllables
speaker00045_M_s3_stn00104.lab,挖空心思意为想方设法,Sentence
speaker00045_M_s1_stn00088.lab,把本应该无偿服务的转为有偿服务,Sentence
speaker00045_M_s2_stn00002.lab,（做吞咽动作）,Swallowing
speaker00045_M_s1_stn00089.lab,向企业界展示了向二年迈进中的市场发展趋势,Sentence
speaker00045_M_s2_stn00070.lab,我只取一瓢饮,Sentence
speaker00045_M_s1_stn00083.lab,这个批示虽然只是点了一下梁漱溟的名字,Sentence
speaker00045_M_s1_stn00117.lab,实现了产品化生产,Sentence
speaker00045_M_s1_stn00018.lab,e（鹅）,Monophthong
speaker00045_M_s3_stn00021.lab,素有才子之乡,Sentence
speaker00045_M_s2_stn00073.lab,安徽霍邱临泉的,Sentence
speaker00045_M_s2_stn00153.lab,美国总统克林顿不准备会晤厄扎尔,Sentence
speaker00045_M_s2_stn00040.lab,他怎么还不走啊,Sentence
speaker00045_M_s3_stn00099.lab,次品赔钱计酬制,Sentence
speaker00045_M_s2_stn00096.lab,招远的产供销一条龙,Sentence
speaker00045_M_s1_stn00045.lab,年（nian）,Monosyllables
speaker00045_M_s1_stn00021.lab,v（淤）,Monophthong
speaker00045_M_s3_stn00131.lab,四处蜜蜂嗡嗡,Sentence
speaker00045_M_s1_stn00011.lab,o（哦）,Monophthong
speaker00045_M_s3_stn00044.lab,文法理工,Sentence
speaker00045_M_s3_stn00094.lab,公交营业额骤降,Sentence
speaker00045_M_s1_stn00118.lab,类似案件为英国近一个世纪以来所仅见,Sentence
speaker00045_M_s2_stn00030.lab,按自己的主观意愿办事,Sentence
speaker00045_M_s2_stn00057.lab,则有一个过程,Sentence
speaker00045_M_s2_stn00138.lab,要努力搞好统一战线工作部门和队伍的建设,Sentence
speaker00045_M_s2_stn00128.lab,帮助农民奔小康,Sentence
speaker00045_M_s2_stn00041.lab,产权的商品属性正逐渐为人们所认识,Sentence
speaker00045_M_s2_stn00007.lab,但他很坦然三峡工程,Sentence
speaker00045_M_s3_stn00114.lab,朋友喜庆爱人生日,Sentence
speaker00045_M_s1_stn00107.lab,四川盆地广袤的土地上,Sentence
speaker00045_M_s2_stn00135.lab,病情稍有好转,Sentence
speaker00045_M_s1_stn00116.lab,仍在无声地叙说着当年的光荣岁月,Sentence
speaker00045_M_s1_stn00060.lab,年（nian）,Monosyllables
speaker00045_M_s3_stn00064.lab,贝布托任外委会主席十二日,Sentence
speaker00045_M_s3_stn00057.lab,急急忙忙出手,Sentence
speaker00045_M_s3_stn00142.lab,白求恩前往解放区,Sentence
speaker00045_M_s1_stn00071.lab,还有一类是千方百计治病救人搞科研的典型,Sentence
speaker00045_M_s1_stn00001.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00133.lab,汉城地铁日客运量四百多万人次,Sentence
speaker00045_M_s1_stn00020.lab,u（乌）,Monophthong
speaker00045_M_s2_stn00144.lab,增强反腐败斗争的紧迫感和使命感,Sentence
speaker00045_M_s2_stn00060.lab,属于我的时间是有限的,Sentence
speaker00045_M_s2_stn00012.lab,目前消防人员在飞机洒水喷药的配合下,Sentence
speaker00045_M_s3_stn00082.lab,一点人员打散,Sentence
speaker00045_M_s1_stn00087.lab,不管生意咋样,Sentence
speaker00045_M_s2_stn00037.lab,相当于增加外运煤炭二千四百万吨,Sentence
speaker00045_M_s2_stn00003.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00018.lab,参与严打斗争,Sentence
speaker00045_M_s1_stn00085.lab,如满天繁星落入大海,Sentence
speaker00045_M_s2_stn00023.lab,还是一次又一次地潜入水底,Sentence
speaker00045_M_s2_stn00119.lab,回宁波探亲过年的外地人,Sentence
speaker00045_M_s1_stn00028.lab,能（neng）,Monosyllables
speaker00045_M_s3_stn00027.lab,一九八零年是一比一点五二二,Sentence
speaker00045_M_s2_stn00068.lab,只有思想解放了,Sentence
speaker00045_M_s3_stn00153.lab,不准过多探望处长,Sentence
speaker00045_M_s2_stn00010.lab,多开快跑湘粤班车,Sentence
speaker00045_M_s3_stn00072.lab,留下风风雨雨千秋过,Sentence
speaker00045_M_s1_stn00029.lab,你（ni）,Monosyllables
speaker00045_M_s1_stn00027.lab,嫩（nen）,Monosyllables
speaker00045_M_s1_stn00142.lab,（做吞咽动作）,Swallowing
speaker00045_M_s1_stn00077.lab,这话听起来多别扭,Sentence
speaker00045_M_s1_stn00102.lab,找到无业人员王克强曹世岐商议假冒,Sentence
speaker00045_M_s3_stn00081.lab,纵有丹心囚蜀道,Sentence
speaker00045_M_s3_stn00047.lab,支取异地储蓄存款,Sentence
speaker00045_M_s2_stn00107.lab,深圳市有偿出让第一块国有土地使用权以来,Sentence
speaker00045_M_s2_stn00020.lab,毛主席和革命前辈为我们打下了江山,Sentence
speaker00045_M_s2_stn00043.lab,也不能全怪学校,Sentence
speaker00045_M_s2_stn00074.lab,把球轻送入网,Sentence
speaker00045_M_s2_stn00137.lab,但是这些传统不能丢,Sentence
speaker00045_M_s3_stn00145.lab,更犹如风吹死水,Sentence
speaker00045_M_s3_stn00011.lab,吕厄表示德国支持波兰加入北约组织的愿望,Sentence
speaker00045_M_s1_stn00049.lab,您（nin）,Monosyllables
speaker00045_M_s1_stn00072.lab,加上我们实行开放搞活政策以后,Sentence
speaker00045_M_s3_stn00146.lab,德语雷克拉姆万有丛书,Sentence
speaker00045_M_s3_stn00050.lab,草木叶子沾满水泥,Sentence
speaker00045_M_s2_stn00035.lab,特别应当认识到,Sentence
speaker00045_M_s2_stn00078.lab,展开了批评与自我批评,Sentence
speaker00045_M_s3_stn00147.lab,还原青蒿素抗疟疗效高于青蒿素十倍,Sentence
speaker00045_M_s2_stn00115.lab,第二是看能否增进人民的团结,Sentence
speaker00045_M_s1_stn00126.lab,一九五八年三月二十一日,Sentence
speaker00045_M_s3_stn00108.lab,愿拚热血卫吾华,Sentence
speaker00045_M_s3_stn00116.lab,彩云拥着落日,Sentence
speaker00045_M_s2_stn00051.lab,只要引起重视,Sentence
speaker00045_M_s1_stn00065.lab,宁（ning）,Monosyllables
speaker00045_M_s3_stn00028.lab,人身自由不受侵犯,Sentence
speaker00045_M_s1_stn00043.lab,能（neng）,Monosyllables
speaker00045_M_s2_stn00082.lab,对他们也是很大的鼓励,Sentence
speaker00045_M_s3_stn00037.lab,不顾亡国无日,Sentence
speaker00045_M_s2_stn00033.lab,七月二十五日,Sentence
speaker00045_M_s2_stn00016.lab,占用企业资金,Sentence
speaker00045_M_s3_stn00066.lab,宛若明珠悬空,Sentence
speaker00045_M_s3_stn00136.lab,风浪像玩弄竹竿一样,Sentence
speaker00045_M_s3_stn00029.lab,伊菠因具有欣快和抗抑郁作用,Sentence
speaker00045_M_s1_stn00070.lab,造成政策不到位,Sentence
speaker00045_M_s2_stn00054.lab,并运用正确的政策导向,Sentence
speaker00045_M_s2_stn00142.lab,以便使阿以和谈的所有方面都取得切实进展,Sentence
speaker00045_M_s1_stn00074.lab,每个观众座位扶手都有三个按钮,Sentence
speaker00045_M_s2_stn00097.lab,他还学会了按摩,Sentence
speaker00045_M_s1_stn00100.lab,但前头的路更长,Sentence
speaker00045_M_s1_stn00005.lab,o（哦）,Monophthong
speaker00045_M_s1_stn00054.lab,脑（nao）,Monosyllables
speaker00045_M_s2_stn00105.lab,目前全国收藏爱好者已达三千万人以上,Sentence
speaker00045_M_s1_stn00119.lab,只是使我们思考怎样搞社会主义的问题,Sentence
speaker00045_M_s2_stn00011.lab,怕风吹日晒高温等外界因素的影响,Sentence
speaker00045_M_s3_stn00045.lab,洗澡汰衣涮马桶,Sentence
speaker00045_M_s3_stn00007.lab,八日下午在拉瓦尔品第的三军总医院去世,Sentence
speaker00045_M_s1_stn00009.lab,v（淤）,Monophthong
speaker00045_M_s1_stn00111.lab,今年下半年国内钢材市场价格急剧回落,Sentence
speaker00045_M_s2_stn00081.lab,便问公司总裁史玉柱,Sentence
speaker00045_M_s1_stn00114.lab,丰富的物产旅游文化资源梧桐树引来凤凰,Sentence
speaker00045_M_s2_stn00122.lab,由于奥地利迫切希望加入欧共体,Sentence
speaker00045_M_s2_stn00029.lab,吕彬的女子四百米自由泳,Sentence
speaker00045_M_s1_stn00051.lab,牛（niu）,Monosyllables
speaker00045_M_s1_stn00013.lab,i（衣）,Monophthong
speaker00045_M_s3_stn00155.lab,（做吞咽动作）,Swallowing
speaker00045_M_s2_stn00106.lab,必须牢牢把握三点,Sentence
speaker00045_M_s3_stn00109.lab,孙子的顽皮笑颦,Sentence
speaker00045_M_s3_stn00095.lab,越过绝壁险峰的重重遮挡,Sentence
speaker00045_M_s1_stn00079.lab,老三赵世良因常在火炉旁操作,Sentence
speaker00045_M_s2_stn00025.lab,和乘客们挤在一起,Sentence
speaker00045_M_s2_stn00001.lab,（做吞咽动作）,Swallowing
speaker00029_F_s2_stn00006.lab,考工记上关于编磬的制作也只有零星的几句,Sentence
speaker00029_F_s1_stn00115.lab,毛主席阅后很高兴,Sentence
speaker00029_F_s2_stn00117.lab,你不会从他的歌中感到自怜自伤的悲叹哀怨,Sentence
speaker00029_F_s1_stn00055.lab,请（qing）,Monosyllables
speaker00029_F_s2_stn00023.lab,把碘丸送到病区群众手中,Sentence
speaker00029_F_s2_stn00115.lab,难怪今年六月化州县在香港招商会上,Sentence
speaker00029_F_s1_stn00133.lab,在国家预算中支出,Sentence
speaker00029_F_s2_stn00035.lab,他们记忆中的荧光屏被打开了,Sentence
speaker00029_F_s2_stn00135.lab,此番庄奴先生这位老北京,Sentence
speaker00029_F_s2_stn00020.lab,撒播在直南二十多个县的土地上,Sentence
speaker00029_F_s3_stn00139.lab,一男同学与他争辩了几句,Sentence
speaker00029_F_s1_stn00105.lab,这里也是亚欧大陆桥名副其实的咽喉要塞,Sentence
speaker00029_F_s1_stn00116.lab,听者居然一脸的茫然,Sentence
speaker00029_F_s1_stn00100.lab,而往往带有某些空想的色彩,Sentence
speaker00029_F_s1_stn00139.lab,欧也妮皇后辟建中国博物馆为一八六三年,Sentence
speaker00029_F_s1_stn00144.lab,（做吞咽动作）,Swallowing
speaker00029_F_s1_stn00067.lab,但碘的生产能力实在太低了,Sentence
speaker00029_F_s1_stn00082.lab,他总要提出现在需要回顾一下,Sentence
speaker00029_F_s2_stn00112.lab,扼其要冲的洋中村更是财源广进,Sentence
speaker00029_F_s3_stn00099.lab,爱立克森送给记者一本建所五十周年的纪念册,Sentence
speaker00029_F_s1_stn00104.lab,丁德岩来到安徽省马鞍山市公路局,Sentence
speaker00029_F_s3_stn00074.lab,负责巴中合作项目的桑塔那博士告诉我们,Sentence
speaker00029_F_s3_stn00126.lab,也曾跑在了外国人的前面,Sentence
speaker00029_F_s3_stn00032.lab,揭发坏人坏事坚决得很,Sentence
speaker00029_F_s2_stn00013.lab,内亏外欠二百多万元,Sentence
speaker00029_F_s2_stn00111.lab,席间在座的还有廖梦醒等友人,Sentence
speaker00029_F_s1_stn00110.lab,他们连土带苗一块块挖起,Sentence
speaker00029_F_s1_stn00010.lab,a（啊）,Monophthong
speaker00029_F_s2_stn00004.lab,乃至单兵技术的发挥,Sentence
speaker00029_F_s2_stn00043.lab,用宏观战略眼光,Sentence
speaker00029_F_s1_stn00124.lab,乔丹退休原因不仅于此,Sentence
speaker00029_F_s2_stn00097.lab,我好不容易挤到二号车厢厕所去解手,Sentence
speaker00029_F_s1_stn00060.lab,却（que）,Monosyllables
speaker00029_F_s2_stn00126.lab,运输业所需的管线管及高压锅炉管,Sentence
